credit_card,cvv,credit_card_exp,phone,zipcode,state,city,street_addr,url,ssn,email,name,social,timestamp,dx_generic_text,generic_numbers
5048373741018547,997,03/97,+1 307 889 1947,59763,Wyoming,Cheyenne,008 Porter Alley,fastcompany.com/luctus/cum/sociis/natoque/penatibus/et/magnis.aspx?natoque=morbi&penatibus=non&et=lectus&magnis=aliquam&dis=sit&parturient=amet&montes=diam&nascetur=in&ridiculus=magna&mus=bibendum&vivamus=imperdiet&vestibulum=nullam&sagittis=orci&sapien=pede&cum=venenatis&sociis=non&natoque=sodales&penatibus=sed&et=tincidunt&magnis=eu&dis=felis&parturient=fusce&montes=posuere&nascetur=felis&ridiculus=sed&mus=lacus&etiam=morbi&vel=sem&augue=mauris&vestibulum=laoreet&rutrum=ut&rutrum=rhoncus&neque=aliquet&aenean=pulvinar&auctor=sed&gravida=nisl&sem=nunc&praesent=rhoncus&id=dui&massa=vel&id=sem&nisl=sed&venenatis=sagittis&lacinia=nam&aenean=congue&sit=risus&amet=semper&justo=porta&morbi=volutpat&ut=quam&odio=pede&cras=lobortis&mi=ligula&pede=sit&malesuada=amet&in=eleifend&imperdiet=pede&et=libero&commodo=quis&vulputate=orci&justo=nullam&in=molestie&blandit=nibh&ultrices=in&enim=lectus&lorem=pellentesque&ipsum=at&dolor=nulla&sit=suspendisse&amet=potenti&consectetuer=cras&adipiscing=in&elit=purus&proin=eu&interdum=magna&mauris=vulputate&non=luctus&ligula=cum&pellentesque=sociis&ultrices=natoque&phasellus=penatibus&id=et&sapien=magnis&in=dis,505-53-7919,lcaveney5t@opera.com,Lucais,@EK6EWYDH83,1.63E+12,Burns involving 40-49% of body surface,52.76%
5048373741018547,502,03/08,+1 763 616 6454,31444,Minnesota,Monticello,8 Anniversary Trail,jiathis.com/tortor/id/nulla.js?magnis=vulputate&dis=luctus&parturient=cum&montes=sociis&nascetur=natoque&ridiculus=penatibus&mus=et&etiam=magnis&vel=dis&augue=parturient&vestibulum=montes&rutrum=nascetur&rutrum=ridiculus&neque=mus&aenean=vivamus&auctor=vestibulum&gravida=sagittis&sem=sapien&praesent=cum&id=sociis&massa=natoque&id=penatibus&nisl=et&venenatis=magnis&lacinia=dis&aenean=parturient&sit=montes&amet=nascetur&justo=ridiculus&morbi=mus&ut=etiam&odio=vel&cras=augue&mi=vestibulum&pede=rutrum&malesuada=rutrum&in=neque&imperdiet=aenean&et=auctor&commodo=gravida&vulputate=sem&justo=praesent&in=id&blandit=massa&ultrices=id&enim=nisl&lorem=venenatis&ipsum=lacinia&dolor=aenean&sit=sit&amet=amet&consectetuer=justo&adipiscing=morbi&elit=ut&proin=odio&interdum=cras&mauris=mi&non=pede&ligula=malesuada&pellentesque=in&ultrices=imperdiet&phasellus=et&id=commodo&sapien=vulputate&in=justo&sapien=in&iaculis=blandit&congue=ultrices&vivamus=enim&metus=lorem&arcu=ipsum&adipiscing=dolor&molestie=sit&hendrerit=amet&at=consectetuer&vulputate=adipiscing&vitae=elit&nisl=proin&aenean=interdum&lectus=mauris&pellentesque=non&eget=ligula&nunc=pellentesque&donec=ultrices,146-98-8468,eyarnall5u@dailymail.co.uk,Evy,@37RQXF6LR0,1.62E+12,"Traumatic spondylopathy, thoracolumbar region",23.74%
5048373741018547,244,04/54,+1 586 488 9359,91651,Michigan,Detroit,135 Gina Way,dagondesign.com/nunc/nisl/duis/bibendum/felis.jpg?sodales=non&scelerisque=velit&mauris=nec&sit=nisi&amet=vulputate&eros=nonummy&suspendisse=maecenas&accumsan=tincidunt&tortor=lacus&quis=at&turpis=velit&sed=vivamus&ante=vel&vivamus=nulla&tortor=eget&duis=eros&mattis=elementum&egestas=pellentesque&metus=quisque&aenean=porta&fermentum=volutpat&donec=erat&ut=quisque&mauris=erat&eget=eros&massa=viverra&tempor=eget&convallis=congue&nulla=eget&neque=semper&libero=rutrum&convallis=nulla&eget=nunc&eleifend=purus&luctus=phasellus&ultricies=in&eu=felis&nibh=donec&quisque=semper&id=sapien&justo=a&sit=libero&amet=nam&sapien=dui&dignissim=proin&vestibulum=leo&vestibulum=odio&ante=porttitor&ipsum=id&primis=consequat&in=in&faucibus=consequat&orci=ut&luctus=nulla&et=sed&ultrices=accumsan&posuere=felis&cubilia=ut&curae=at&nulla=dolor&dapibus=quis&dolor=odio&vel=consequat&est=varius&donec=integer&odio=ac&justo=leo&sollicitudin=pellentesque&ut=ultrices&suscipit=mattis&a=odio&feugiat=donec&et=vitae,572-61-4151,atassaker5v@issuu.com,Allis,@S5NI28S2JR,1.65E+12,Dislocation of left scapula,49.09%
5048373741018547,95,06/55,+1 619 368 8171,18689,California,San Diego,32071 Kedzie Trail,nsw.gov.au/faucibus/orci/luctus/et/ultrices.aspx?est=sit&et=amet&tempus=turpis&semper=elementum&est=ligula&quam=vehicula&pharetra=consequat&magna=morbi&ac=a&consequat=ipsum&metus=integer&sapien=a&ut=nibh&nunc=in&vestibulum=quis&ante=justo&ipsum=maecenas&primis=rhoncus&in=aliquam&faucibus=lacus&orci=morbi&luctus=quis,196-24-2483,brook5w@alexa.com,Briant,@9832QE171Y,1.61E+12,"Partial traumatic amputation of one left lesser toe, init",48.00%
5048373741018547,556,07/60,+1 954 290 5877,53079,Florida,Hollywood,9127 Hagan Street,prnewswire.com/cursus/vestibulum.jsp?posuere=pede&cubilia=morbi&curae=porttitor&donec=lorem&pharetra=id&magna=ligula&vestibulum=suspendisse&aliquet=ornare&ultrices=consequat&erat=lectus&tortor=in&sollicitudin=est&mi=risus&sit=auctor&amet=sed&lobortis=tristique&sapien=in&sapien=tempus&non=sit&mi=amet&integer=sem&ac=fusce&neque=consequat&duis=nulla&bibendum=nisl&morbi=nunc&non=nisl&quam=duis&nec=bibendum&dui=felis&luctus=sed&rutrum=interdum&nulla=venenatis&tellus=turpis&in=enim&sagittis=blandit&dui=mi&vel=in&nisl=porttitor&duis=pede&ac=justo&nibh=eu&fusce=massa&lacus=donec&purus=dapibus&aliquet=duis&at=at&feugiat=velit&non=eu&pretium=est&quis=congue&lectus=elementum&suspendisse=in&potenti=hac&in=habitasse&eleifend=platea&quam=dictumst&a=morbi&odio=vestibulum&in=velit&hac=id&habitasse=pretium&platea=iaculis&dictumst=diam&maecenas=erat&ut=fermentum&massa=justo&quis=nec&augue=condimentum&luctus=neque&tincidunt=sapien&nulla=placerat&mollis=ante&molestie=nulla&lorem=justo&quisque=aliquam&ut=quis&erat=turpis&curabitur=eget&gravida=elit&nisi=sodales&at=scelerisque&nibh=mauris&in=sit&hac=amet&habitasse=eros&platea=suspendisse,248-36-6422,acarsberg5x@jugem.jp,Anallise,@GV5SDVPB31,1.63E+12,"Nondisp fx of neck of left radius, init for opn fx type I/2",67.35%
5048373741018547,948,09/27,+1 518 497 8141,30301,New York,Albany,024 Elmside Court,tripod.com/in/tempus/sit/amet/sem/fusce.jpg?fringilla=vitae&rhoncus=nisi&mauris=nam&enim=ultrices&leo=libero&rhoncus=non&sed=mattis&vestibulum=pulvinar&sit=nulla&amet=pede&cursus=ullamcorper&id=augue&turpis=a&integer=suscipit&aliquet=nulla&massa=elit&id=ac&lobortis=nulla&convallis=sed&tortor=vel&risus=enim,518-69-1295,fcockshott5y@sogou.com,Franky,@49I8N2RS79,1.60E+12,"Fracture of coccyx, subs for fx w routn heal",59.96%
5048373741018547,272,02/01,+1 603 925 0915,12772,New Hampshire,Portsmouth,921 Ridge Oak Road,mac.com/leo/odio/porttitor/id.png?dapibus=eleifend&duis=pede&at=libero&velit=quis&eu=orci&est=nullam&congue=molestie&elementum=nibh&in=in&hac=lectus&habitasse=pellentesque&platea=at&dictumst=nulla&morbi=suspendisse&vestibulum=potenti&velit=cras&id=in&pretium=purus&iaculis=eu&diam=magna&erat=vulputate&fermentum=luctus&justo=cum&nec=sociis&condimentum=natoque&neque=penatibus&sapien=et&placerat=magnis&ante=dis&nulla=parturient&justo=montes&aliquam=nascetur&quis=ridiculus&turpis=mus&eget=vivamus&elit=vestibulum&sodales=sagittis&scelerisque=sapien&mauris=cum&sit=sociis&amet=natoque&eros=penatibus&suspendisse=et&accumsan=magnis&tortor=dis&quis=parturient&turpis=montes&sed=nascetur&ante=ridiculus&vivamus=mus&tortor=etiam&duis=vel&mattis=augue&egestas=vestibulum&metus=rutrum&aenean=rutrum&fermentum=neque&donec=aenean&ut=auctor&mauris=gravida&eget=sem&massa=praesent&tempor=id&convallis=massa&nulla=id&neque=nisl&libero=venenatis&convallis=lacinia&eget=aenean&eleifend=sit&luctus=amet&ultricies=justo&eu=morbi&nibh=ut&quisque=odio&id=cras&justo=mi&sit=pede&amet=malesuada&sapien=in&dignissim=imperdiet&vestibulum=et&vestibulum=commodo&ante=vulputate&ipsum=justo&primis=in&in=blandit&faucibus=ultrices&orci=enim&luctus=lorem&et=ipsum,724-20-2471,tcuthbertson5z@bloglovin.com,Tremain,@07E84IL99K,1.60E+12,Sprain of medial collateral ligament of right knee,55.14%
5048373741018547,56,09/54,+1 405 808 4788,06825,Oklahoma,Oklahoma City,6 Debs Court,feedburner.com/sed.png?hendrerit=maecenas&at=leo&vulputate=odio&vitae=condimentum&nisl=id&aenean=luctus&lectus=nec&pellentesque=molestie&eget=sed&nunc=justo&donec=pellentesque&quis=viverra&orci=pede&eget=ac&orci=diam&vehicula=cras&condimentum=pellentesque&curabitur=volutpat&in=dui&libero=maecenas&ut=tristique&massa=est&volutpat=et&convallis=tempus&morbi=semper&odio=est&odio=quam&elementum=pharetra&eu=magna&interdum=ac&eu=consequat&tincidunt=metus&in=sapien&leo=ut&maecenas=nunc&pulvinar=vestibulum&lobortis=ante&est=ipsum&phasellus=primis&sit=in&amet=faucibus&erat=orci&nulla=luctus&tempus=et&vivamus=ultrices&in=posuere&felis=cubilia&eu=curae&sapien=mauris&cursus=viverra&vestibulum=diam&proin=vitae&eu=quam&mi=suspendisse&nulla=potenti&ac=nullam&enim=porttitor&in=lacus&tempor=at&turpis=turpis&nec=donec&euismod=posuere&scelerisque=metus&quam=vitae&turpis=ipsum&adipiscing=aliquam&lorem=non&vitae=mauris&mattis=morbi&nibh=non&ligula=lectus&nec=aliquam,552-90-0958,rrowena60@squidoo.com,Rafaello,@LYKDU9GG12,1.62E+12,"Laceration of vein at forearm level, right arm",89.54%
5048373741018547,314,05/67,+1 478 504 0810,02241,Georgia,Macon,34 Delladonna Point,mail.ru/nullam/molestie.js?nullam=augue&porttitor=luctus&lacus=tincidunt&at=nulla&turpis=mollis&donec=molestie&posuere=lorem&metus=quisque&vitae=ut&ipsum=erat&aliquam=curabitur&non=gravida&mauris=nisi&morbi=at&non=nibh&lectus=in&aliquam=hac&sit=habitasse&amet=platea&diam=dictumst&in=aliquam&magna=augue&bibendum=quam&imperdiet=sollicitudin&nullam=vitae&orci=consectetuer&pede=eget&venenatis=rutrum&non=at&sodales=lorem&sed=integer&tincidunt=tincidunt&eu=ante&felis=vel&fusce=ipsum,751-78-3025,gchafney61@java.com,Guillaume,@W7HV8YO2C1,1.65E+12,"Antepartum hemorrhage with afibrinogenemia, third trimester",91.45%
5048373741018547,277,06/72,+1 304 355 4117,24824,West Virginia,Charleston,4 Westport Way,dropbox.com/dolor/quis/odio/consequat/varius.aspx?nisl=at&duis=velit&bibendum=vivamus&felis=vel&sed=nulla&interdum=eget&venenatis=eros&turpis=elementum&enim=pellentesque&blandit=quisque&mi=porta&in=volutpat&porttitor=erat&pede=quisque&justo=erat&eu=eros&massa=viverra&donec=eget&dapibus=congue&duis=eget&at=semper&velit=rutrum&eu=nulla&est=nunc&congue=purus&elementum=phasellus&in=in&hac=felis&habitasse=donec&platea=semper&dictumst=sapien&morbi=a&vestibulum=libero&velit=nam&id=dui&pretium=proin&iaculis=leo&diam=odio&erat=porttitor&fermentum=id&justo=consequat&nec=in&condimentum=consequat&neque=ut&sapien=nulla&placerat=sed&ante=accumsan&nulla=felis&justo=ut&aliquam=at&quis=dolor&turpis=quis&eget=odio&elit=consequat&sodales=varius&scelerisque=integer&mauris=ac&sit=leo&amet=pellentesque&eros=ultrices&suspendisse=mattis&accumsan=odio&tortor=donec&quis=vitae&turpis=nisi&sed=nam&ante=ultrices&vivamus=libero&tortor=non&duis=mattis&mattis=pulvinar&egestas=nulla&metus=pede&aenean=ullamcorper&fermentum=augue&donec=a&ut=suscipit&mauris=nulla&eget=elit&massa=ac&tempor=nulla&convallis=sed&nulla=vel&neque=enim&libero=sit&convallis=amet&eget=nunc&eleifend=viverra&luctus=dapibus&ultricies=nulla,421-85-9443,aramel62@engadget.com,Aila,@54QCZ8Z273,1.62E+12,"Unsp fx shaft of unsp radius, init for opn fx type I/2",70.74%
5048373741018547,814,07/71,+1 304 862 0071,09012,West Virginia,Charleston,79922 Oak Valley Pass,mac.com/sit.jsp?eget=ridiculus&nunc=mus&donec=etiam&quis=vel&orci=augue&eget=vestibulum&orci=rutrum&vehicula=rutrum&condimentum=neque&curabitur=aenean&in=auctor&libero=gravida&ut=sem&massa=praesent&volutpat=id&convallis=massa&morbi=id&odio=nisl&odio=venenatis&elementum=lacinia&eu=aenean&interdum=sit&eu=amet&tincidunt=justo&in=morbi&leo=ut&maecenas=odio&pulvinar=cras&lobortis=mi&est=pede&phasellus=malesuada&sit=in&amet=imperdiet&erat=et&nulla=commodo&tempus=vulputate&vivamus=justo&in=in&felis=blandit&eu=ultrices&sapien=enim&cursus=lorem&vestibulum=ipsum&proin=dolor&eu=sit&mi=amet&nulla=consectetuer&ac=adipiscing&enim=elit&in=proin&tempor=interdum&turpis=mauris&nec=non&euismod=ligula&scelerisque=pellentesque&quam=ultrices&turpis=phasellus&adipiscing=id&lorem=sapien&vitae=in&mattis=sapien&nibh=iaculis&ligula=congue&nec=vivamus&sem=metus&duis=arcu&aliquam=adipiscing&convallis=molestie&nunc=hendrerit&proin=at&at=vulputate&turpis=vitae&a=nisl&pede=aenean&posuere=lectus&nonummy=pellentesque&integer=eget&non=nunc&velit=donec&donec=quis&diam=orci&neque=eget&vestibulum=orci&eget=vehicula&vulputate=condimentum&ut=curabitur&ultrices=in&vel=libero&augue=ut&vestibulum=massa&ante=volutpat&ipsum=convallis&primis=morbi&in=odio&faucibus=odio&orci=elementum&luctus=eu,802-60-2423,sdaniele63@g.co,Sigismondo,@RN1H6G4NT7,1.67E+12,Neonatal jaundice due to drugs or toxins given to newborn,19.94%
5048373741018547,806,01/64,+1 504 315 9623,09667,Louisiana,New Orleans,1834 Brown Trail,ameblo.jp/luctus/et/ultrices/posuere.json?primis=dui&in=nec&faucibus=nisi&orci=volutpat&luctus=eleifend&et=donec&ultrices=ut&posuere=dolor&cubilia=morbi&curae=vel&duis=lectus,732-73-1494,lbiggerdike64@1und1.de,Lorrie,@BWYX6AHDR0,1.63E+12,"Sprain of unsp parts of left shoulder girdle, init encntr",98.46%
5048373741018547,630,02/10,+1 323 898 5666,88457,California,Los Angeles,5323 Ilene Center,pcworld.com/sit.json?non=volutpat&sodales=eleifend&sed=donec&tincidunt=ut&eu=dolor&felis=morbi&fusce=vel&posuere=lectus&felis=in&sed=quam&lacus=fringilla&morbi=rhoncus&sem=mauris&mauris=enim&laoreet=leo&ut=rhoncus&rhoncus=sed&aliquet=vestibulum&pulvinar=sit&sed=amet&nisl=cursus&nunc=id&rhoncus=turpis&dui=integer&vel=aliquet&sem=massa&sed=id&sagittis=lobortis&nam=convallis&congue=tortor&risus=risus&semper=dapibus&porta=augue&volutpat=vel&quam=accumsan&pede=tellus&lobortis=nisi&ligula=eu&sit=orci&amet=mauris&eleifend=lacinia&pede=sapien&libero=quis&quis=libero&orci=nullam&nullam=sit&molestie=amet&nibh=turpis&in=elementum&lectus=ligula&pellentesque=vehicula&at=consequat&nulla=morbi&suspendisse=a&potenti=ipsum&cras=integer&in=a&purus=nibh&eu=in&magna=quis&vulputate=justo&luctus=maecenas&cum=rhoncus&sociis=aliquam&natoque=lacus&penatibus=morbi&et=quis&magnis=tortor&dis=id&parturient=nulla&montes=ultrices&nascetur=aliquet&ridiculus=maecenas&mus=leo&vivamus=odio&vestibulum=condimentum&sagittis=id&sapien=luctus&cum=nec&sociis=molestie&natoque=sed,382-85-9820,cfaltin65@cdbaby.com,Caria,@7QRH68G49J,1.66E+12,"Toxic effect of oth pesticides, intentional self-harm, subs",11.16%
5048373741018547,599,08/31,+1 415 699 7221,20088,California,San Francisco,4 Tomscot Place,foxnews.com/libero/nam/dui.json?nam=magnis&nulla=dis&integer=parturient&pede=montes&justo=nascetur&lacinia=ridiculus&eget=mus&tincidunt=etiam&eget=vel&tempus=augue&vel=vestibulum&pede=rutrum,525-22-6075,ccaccavale66@ibm.com,Cherrita,@177HS4CY36,1.63E+12,"Superficial foreign body, unspecified great toe, init encntr",80.10%
5048373741018547,990,05/20,+1 801 279 5004,98137,Utah,Salt Lake City,12593 Lake View Point,columbia.edu/etiam/justo.xml?pede=est&libero=et&quis=tempus&orci=semper&nullam=est&molestie=quam&nibh=pharetra,371-76-6097,agrange67@pbs.org,Ardyth,@56I8935XH9,1.63E+12,Tuberculoma of brain and spinal cord,65.77%
5048373741018547,80,04/58,+1 651 493 1019,14370,Minnesota,Minneapolis,05 Waywood Park,clickbank.net/sapien/placerat/ante/nulla/justo/aliquam/quis.json?justo=egestas&lacinia=metus&eget=aenean&tincidunt=fermentum&eget=donec&tempus=ut&vel=mauris&pede=eget&morbi=massa&porttitor=tempor&lorem=convallis&id=nulla&ligula=neque&suspendisse=libero&ornare=convallis&consequat=eget&lectus=eleifend,672-08-6680,wharvatt68@weebly.com,Wolf,@N866JK0AB8,1.65E+12,"Unsp physeal fracture of lower end of right tibia, sequela",65.49%
5048373741018547,645,07/39,+1 937 587 1102,65596,Ohio,Dayton,59928 Jackson Street,apache.org/viverra.png?primis=id&in=massa&faucibus=id&orci=nisl&luctus=venenatis&et=lacinia&ultrices=aenean&posuere=sit&cubilia=amet&curae=justo&duis=morbi&faucibus=ut&accumsan=odio&odio=cras&curabitur=mi&convallis=pede&duis=malesuada&consequat=in&dui=imperdiet&nec=et&nisi=commodo&volutpat=vulputate&eleifend=justo&donec=in&ut=blandit&dolor=ultrices&morbi=enim&vel=lorem&lectus=ipsum&in=dolor&quam=sit&fringilla=amet&rhoncus=consectetuer&mauris=adipiscing&enim=elit&leo=proin&rhoncus=interdum&sed=mauris&vestibulum=non&sit=ligula&amet=pellentesque&cursus=ultrices&id=phasellus&turpis=id&integer=sapien&aliquet=in&massa=sapien&id=iaculis&lobortis=congue&convallis=vivamus&tortor=metus&risus=arcu&dapibus=adipiscing&augue=molestie&vel=hendrerit&accumsan=at&tellus=vulputate&nisi=vitae&eu=nisl&orci=aenean&mauris=lectus&lacinia=pellentesque&sapien=eget&quis=nunc&libero=donec&nullam=quis&sit=orci&amet=eget&turpis=orci&elementum=vehicula&ligula=condimentum&vehicula=curabitur&consequat=in&morbi=libero&a=ut&ipsum=massa&integer=volutpat&a=convallis,827-05-9392,rstansall69@smugmug.com,Ryun,@UM572W699O,1.62E+12,"Disp fx of lateral epicondyle of unsp humerus, sequela",85.66%
5048373741018547,849,02/54,+1 713 853 3177,38422,Texas,Houston,6 Miller Trail,technorati.com/enim/leo/rhoncus/sed.jsp?praesent=at&blandit=velit&nam=vivamus&nulla=vel&integer=nulla&pede=eget&justo=eros&lacinia=elementum&eget=pellentesque&tincidunt=quisque&eget=porta&tempus=volutpat&vel=erat&pede=quisque&morbi=erat&porttitor=eros&lorem=viverra&id=eget&ligula=congue&suspendisse=eget,297-78-9937,dbrice6a@goo.ne.jp,Domingo,@7G49CN2281,1.60E+12,"Sprain of MCP joint of right ring finger, init",91.79%
5048373741018547,669,02/31,+1 314 825 4761,80674,Missouri,Saint Louis,25 Paget Lane,flavors.me/rhoncus.png?ipsum=mus&primis=vivamus&in=vestibulum&faucibus=sagittis&orci=sapien&luctus=cum&et=sociis&ultrices=natoque&posuere=penatibus&cubilia=et&curae=magnis&mauris=dis&viverra=parturient&diam=montes&vitae=nascetur&quam=ridiculus&suspendisse=mus&potenti=etiam&nullam=vel&porttitor=augue&lacus=vestibulum&at=rutrum&turpis=rutrum&donec=neque&posuere=aenean&metus=auctor&vitae=gravida&ipsum=sem&aliquam=praesent&non=id&mauris=massa&morbi=id&non=nisl&lectus=venenatis&aliquam=lacinia&sit=aenean&amet=sit&diam=amet&in=justo&magna=morbi&bibendum=ut&imperdiet=odio&nullam=cras&orci=mi&pede=pede&venenatis=malesuada&non=in&sodales=imperdiet&sed=et&tincidunt=commodo&eu=vulputate&felis=justo&fusce=in&posuere=blandit&felis=ultrices&sed=enim&lacus=lorem&morbi=ipsum,174-09-9806,epaylor6b@thetimes.co.uk,Eartha,@OZM687D8F2,1.65E+12,"Persistent postprocedural fistula, subsequent encounter",73.15%
5048373741018547,311,09/50,+1 813 901 2682,52462,Florida,Tampa,089 Center Pass,a8.net/ac/nulla/sed/vel/enim/sit.json?eleifend=bibendum&luctus=morbi&ultricies=non&eu=quam&nibh=nec&quisque=dui,486-91-5508,aolennane6c@mayoclinic.com,Andy,@5045LH4558,1.66E+12,Major osseous defect,40.30%
5048373741018547,838,04/06,+1 773 789 9638,33372,Illinois,Chicago,32 Manitowish Alley,multiply.com/mauris/non.aspx?nam=penatibus&nulla=et&integer=magnis&pede=dis&justo=parturient&lacinia=montes&eget=nascetur&tincidunt=ridiculus&eget=mus&tempus=etiam&vel=vel&pede=augue&morbi=vestibulum&porttitor=rutrum&lorem=rutrum&id=neque&ligula=aenean&suspendisse=auctor&ornare=gravida&consequat=sem&lectus=praesent&in=id&est=massa&risus=id&auctor=nisl&sed=venenatis,634-52-2259,dberrecloth6d@craigslist.org,Daren,@709V78KWX6,1.61E+12,"Bitten by mouse, subsequent encounter",7.96%
5048373741018547,972,05/87,+1 216 197 9426,24348,Ohio,Cleveland,3 Lighthouse Bay Terrace,ameblo.jp/massa/id/nisl/venenatis.js?bibendum=in&morbi=hac&non=habitasse&quam=platea&nec=dictumst&dui=aliquam&luctus=augue&rutrum=quam&nulla=sollicitudin&tellus=vitae&in=consectetuer&sagittis=eget&dui=rutrum&vel=at&nisl=lorem&duis=integer&ac=tincidunt&nibh=ante&fusce=vel&lacus=ipsum&purus=praesent&aliquet=blandit&at=lacinia&feugiat=erat&non=vestibulum&pretium=sed&quis=magna&lectus=at&suspendisse=nunc&potenti=commodo&in=placerat&eleifend=praesent&quam=blandit&a=nam&odio=nulla&in=integer&hac=pede&habitasse=justo&platea=lacinia&dictumst=eget&maecenas=tincidunt&ut=eget&massa=tempus&quis=vel&augue=pede&luctus=morbi&tincidunt=porttitor&nulla=lorem&mollis=id&molestie=ligula&lorem=suspendisse&quisque=ornare&ut=consequat&erat=lectus&curabitur=in&gravida=est&nisi=risus&at=auctor&nibh=sed&in=tristique&hac=in&habitasse=tempus&platea=sit&dictumst=amet&aliquam=sem&augue=fusce&quam=consequat&sollicitudin=nulla&vitae=nisl&consectetuer=nunc&eget=nisl&rutrum=duis&at=bibendum&lorem=felis&integer=sed&tincidunt=interdum&ante=venenatis&vel=turpis&ipsum=enim&praesent=blandit&blandit=mi&lacinia=in&erat=porttitor&vestibulum=pede&sed=justo&magna=eu&at=massa&nunc=donec&commodo=dapibus&placerat=duis&praesent=at&blandit=velit&nam=eu&nulla=est&integer=congue&pede=elementum&justo=in&lacinia=hac,190-67-2322,bbrehaut6e@microsoft.com,Boniface,@912BFFFCPB,1.63E+12,"Burn of left eye and adnexa, part unspecified, sequela",90.21%
5048373741018547,807,01/66,+1 313 321 5013,61346,Michigan,Detroit,150 Waxwing Drive,issuu.com/consequat/nulla/nisl/nunc.jpg?in=in&tempus=blandit&sit=ultrices&amet=enim&sem=lorem&fusce=ipsum&consequat=dolor&nulla=sit&nisl=amet&nunc=consectetuer&nisl=adipiscing&duis=elit,662-38-8116,kbonaire6f@vinaora.com,Kipp,@QIL4136IG4,1.63E+12,"Nondisp fx of body of hamate bone, unsp wrs, 7thD",73.11%
5048373741018547,698,09/30,+1 202 581 9765,79985,District of Columbia,Washington,957 Arapahoe Alley,uiuc.edu/lacus/purus/aliquet/at/feugiat/non.jpg?ligula=pellentesque&sit=quisque&amet=porta&eleifend=volutpat&pede=erat&libero=quisque&quis=erat&orci=eros&nullam=viverra&molestie=eget&nibh=congue&in=eget&lectus=semper&pellentesque=rutrum&at=nulla&nulla=nunc&suspendisse=purus&potenti=phasellus&cras=in&in=felis&purus=donec&eu=semper&magna=sapien&vulputate=a&luctus=libero&cum=nam&sociis=dui&natoque=proin&penatibus=leo&et=odio&magnis=porttitor&dis=id&parturient=consequat&montes=in&nascetur=consequat&ridiculus=ut&mus=nulla&vivamus=sed&vestibulum=accumsan&sagittis=felis&sapien=ut&cum=at&sociis=dolor&natoque=quis&penatibus=odio&et=consequat&magnis=varius&dis=integer&parturient=ac&montes=leo&nascetur=pellentesque&ridiculus=ultrices&mus=mattis&etiam=odio&vel=donec&augue=vitae&vestibulum=nisi&rutrum=nam&rutrum=ultrices&neque=libero&aenean=non&auctor=mattis&gravida=pulvinar&sem=nulla&praesent=pede&id=ullamcorper&massa=augue&id=a&nisl=suscipit&venenatis=nulla&lacinia=elit&aenean=ac&sit=nulla&amet=sed&justo=vel&morbi=enim&ut=sit&odio=amet&cras=nunc&mi=viverra&pede=dapibus&malesuada=nulla,283-20-5853,rbelhomme6g@icq.com,Rufus,@PCCQV00BT6,1.66E+12,Passenger on bus injured in collision w oth mv in traf,9.58%
5048373741018547,604,05/04,+1 765 166 0465,77910,Indiana,Lafayette,4 Dennis Drive,privacy.gov.au/ante/vestibulum/ante/ipsum/primis.xml?massa=leo&id=odio&lobortis=condimentum&convallis=id&tortor=luctus&risus=nec&dapibus=molestie&augue=sed&vel=justo&accumsan=pellentesque&tellus=viverra&nisi=pede&eu=ac&orci=diam&mauris=cras&lacinia=pellentesque&sapien=volutpat&quis=dui&libero=maecenas&nullam=tristique&sit=est&amet=et&turpis=tempus&elementum=semper&ligula=est&vehicula=quam&consequat=pharetra&morbi=magna&a=ac&ipsum=consequat&integer=metus&a=sapien&nibh=ut&in=nunc&quis=vestibulum,504-50-9842,jhabens6h@jalbum.net,Jasun,@789B17M626,1.65E+12,Postproc hemorrhage of an endo sys org following a procedure,15.15%
5048373741018547,359,05/25,+1 904 396 1615,21074,Florida,Jacksonville,649 Forest Run Parkway,quantcast.com/quis/turpis/sed/ante/vivamus.xml?donec=ac&odio=diam&justo=cras&sollicitudin=pellentesque&ut=volutpat&suscipit=dui&a=maecenas&feugiat=tristique&et=est&eros=et&vestibulum=tempus&ac=semper,572-09-0812,lgoreway6i@geocities.jp,Leopold,@59DW0UEFP6,1.65E+12,"Congen absence, atresia and stenosis of lg int, part unsp",66.99%
5048373741018547,436,09/00,+1 309 878 4388,00691,Illinois,Peoria,9 Westerfield Terrace,ifeng.com/praesent/id/massa/id/nisl/venenatis.html?vivamus=eu&tortor=felis&duis=fusce&mattis=posuere&egestas=felis&metus=sed&aenean=lacus&fermentum=morbi&donec=sem&ut=mauris&mauris=laoreet&eget=ut&massa=rhoncus&tempor=aliquet&convallis=pulvinar&nulla=sed&neque=nisl&libero=nunc&convallis=rhoncus&eget=dui&eleifend=vel&luctus=sem&ultricies=sed&eu=sagittis&nibh=nam&quisque=congue&id=risus&justo=semper&sit=porta&amet=volutpat&sapien=quam&dignissim=pede&vestibulum=lobortis&vestibulum=ligula&ante=sit&ipsum=amet&primis=eleifend&in=pede&faucibus=libero&orci=quis&luctus=orci&et=nullam&ultrices=molestie&posuere=nibh&cubilia=in&curae=lectus&nulla=pellentesque&dapibus=at&dolor=nulla&vel=suspendisse,140-07-5321,dbeasant6j@irs.gov,Dallas,@SF6H2RN0A5,1.62E+12,Unspecified lagophthalmos right lower eyelid,78.28%
